1,1/2,1/3,1/4,1/5,1/6,1/7,1/8,1/9,1/10,1/1129.82070677276
4,3/6,1/7,2/4.54461
4,3/6,2/7,2/3.05235
4,1/5,1/10,1/11.55
4,1/5,1/10,2/12.18525
4,2/5,1/10,1/4.29
4,2/5,1/10,2/4.52595
4,3/5,1/10,1/5.61
4,3/5,1/10,2/5.91855
4,1/5,1/9,1/18.19125
4,2/5,1/9,1/6.75675
4,3/5,1/9,1/8.83575
4,1/5,1/8,1/12.41625
4,2/5,1/8,1/4.61175
4,3/5,1/8,1/6.03075
4,1/5,1/7,1/8.778
4,1/5,1/7,2/7.68075
4,2/5,1/7,1/3.2604
4,2/5,1/7,2/2.85285
4,3/5,1/7,1/4.2636
4,3/5,1/7,2/3.73065
4,1/5,1/6,1/11.60775
4,1/5,1/6,2/7.79625
4,2/5,1/6,1/4.31145
4,2/5,1/6,2/2.89575
4,3/5,1/6,1/5.63805
4,3/5,1/6,2/3.78675
3,1/9,1/10,1/6.93
3,1/9,1/10,2/7.31115
3,1/8,1/10,1/4.73
3,1/8,1/10,2/4.99015
3,1/8,1/9,1/7.44975
3,1/7,1/10,1/3.344
3,1/7,2/10,1/2.926
3,1/7,1/10,2/3.52792
3,1/7,2/10,2/3.08693
3,1/7,1/9,1/5.2668
3,1/7,2/9,1/4.60845
3,1/7,1/8,1/3.5948
3,1/7,2/8,1/3.14545
3,1/6,1/10,1/4.422
3,1/6,2/10,1/2.97
3,1/6,1/10,2/4.66521
3,1/6,2/10,2/3.13335
3,1/6,1/9,1/6.96465
3,1/6,2/9,1/4.67775
3,1/6,1/8,1/4.75365
3,1/6,2/8,1/3.19275
3,1/6,1/7,1/3.36072
3,1/6,2/7,1/2.2572
3,1/6,1/7,2/2.94063
3,1/6,2/7,2/1.97505
3,1/5,1/10,1/3.63
3,1/5,1/10,2/3.82965
3,1/5,1/9,1/5.71725
3,1/5,1/8,1/3.90225
3,1/5,1/7,1/2.7588
3,1/5,1/7,2/2.41395
3,1/5,1/6,1/3.64815
3,1/5,1/6,2/2.45025
3,1/4,1/10,1/7.7
3,1/4,2/10,1/2.86
3,1/4,3/10,1/3.74
3,1/4,1/10,2/8.1235
3,1/4,2/10,2/3.0173
3,1/4,3/10,2/3.9457
3,1/4,1/9,1/12.1275
3,1/4,2/9,1/4.5045
3,1/4,3/9,1/5.8905
3,1/4,1/8,1/8.2775
3,1/4,2/8,1/3.0745
3,1/4,3/8,1/4.0205
3,1/4,1/7,1/5.852
3,1/4,2/7,1/2.1736
3,1/4,3/7,1/2.8424
3,1/4,1/7,2/5.1205
3,1/4,2/7,2/1.9019
3,1/4,3/7,2/2.4871
3,1/4,1/6,1/7.7385
3,1/4,2/6,1/2.8743
3,1/4,3/6,1/3.7587
3,1/4,1/6,2/5.1975
3,1/4,2/6,2/1.9305
3,1/4,3/6,2/2.5245
3,1/4,1/5,1/6.3525
3,1/4,2/5,1/2.3595
3,1/4,3/5,1/3.0855
2,1/9,1/10,1/16.38
2,1/9,1/10,2/17.2809
2,1/8,1/10,1/11.18
2,1/8,1/10,2/11.7949
2,1/8,1/9,1/17.6085
2,1/7,1/10,1/7.904
2,1/7,2/10,1/6.916
2,1/7,1/10,2/8.33872
2,1/7,2/10,2/7.29638
2,1/7,1/9,1/12.4488
2,1/7,2/9,1/10.8927
2,1/7,1/8,1/8.4968
2,1/7,2/8,1/7.4347
2,1/6,1/10,1/10.452
2,1/6,2/10,1/7.02
2,1/6,1/10,2/11.02686
2,1/6,2/10,2/7.4061
2,1/6,1/9,1/16.4619
2,1/6,2/9,1/11.0565
2,1/6,1/8,1/11.2359
2,1/6,2/8,1/7.5465
2,1/6,1/7,1/7.94352
2,1/6,2/7,1/5.3352
2,1/6,1/7,2/6.95058
2,1/6,2/7,2/4.6683
2,1/5,1/10,1/8.58
2,1/5,1/10,2/9.0519
2,1/5,1/9,1/13.5135
2,1/5,1/8,1/9.2235
2,1/5,1/7,1/6.5208
2,1/5,1/7,2/5.7057
2,1/5,1/6,1/8.6229
2,1/5,1/6,2/5.7915
2,1/4,1/10,1/18.2
2,1/4,2/10,1/6.76
2,1/4,3/10,1/8.84
2,1/4,1/10,2/19.201
2,1/4,2/10,2/7.1318
2,1/4,3/10,2/9.3262
2,1/4,1/9,1/28.665
2,1/4,2/9,1/10.647
2,1/4,3/9,1/13.923
2,1/4,1/8,1/19.565
2,1/4,2/8,1/7.267
2,1/4,3/8,1/9.503
2,1/4,1/7,1/13.832
2,1/4,2/7,1/5.1376
2,1/4,3/7,1/6.7184
2,1/4,1/7,2/12.103
2,1/4,2/7,2/4.4954
2,1/4,3/7,2/5.8786
2,1/4,1/6,1/18.291
2,1/4,2/6,1/6.7938
2,1/4,3/6,1/8.8842
2,1/4,1/6,2/12.285
2,1/4,2/6,2/4.563
2,1/4,3/6,2/5.967
2,1/4,1/5,1/15.015
2,1/4,2/5,1/5.577
2,1/4,3/5,1/7.293
2,1/3,1/10,1/5.72
2,1/3,1/10,2/6.0346
2,1/3,1/9,1/9.009
2,1/3,1/8,1/6.149
2,1/3,1/7,1/4.3472
2,1/3,1/7,2/3.8038
2,1/3,1/6,1/5.7486
2,1/3,1/6,2/3.861
2,1/3,1/5,1/4.719
2,1/3,1/4,1/10.01
2,1/3,1/4,2/3.718
2,1/3,1/4,3/4.862
1,1/9,1/10,1/9.135
1,1/9,1/10,2/9.637425
1,2/9,1/10,1/12.663
1,2/9,1/10,2/13.359465
1,1/8,1/10,1/6.235
1,1/8,1/10,2/6.577925
1,2/8,1/10,1/8.643
1,2/8,1/10,2/9.118365
1,1/8,1/9,1/9.820125
1,2/8,1/9,1/13.612725
1,1/7,1/10,1/4.408
1,1/7,2/10,1/3.857
1,1/7,1/10,2/4.65044
1,1/7,2/10,2/4.069135
1,2/7,1/10,1/6.1104
1,2/7,2/10,1/5.3466
1,2/7,1/10,2/6.446472
1,2/7,2/10,2/5.640663
1,1/7,1/9,1/6.9426
1,1/7,2/9,1/6.074775
1,2/7,1/9,1/9.62388
1,2/7,2/9,1/8.420895
1,1/7,1/8,1/4.7386
1,1/7,2/8,1/4.146275
1,2/7,1/8,1/6.56868
1,2/7,2/8,1/5.747595
1,1/6,1/10,1/5.829
1,1/6,2/10,1/3.915
1,1/6,1/10,2/6.149595
1,1/6,2/10,2/4.130325
1,2/6,1/10,1/8.0802
1,2/6,2/10,1/5.427
1,2/6,1/10,2/8.524611
1,2/6,2/10,2/5.725485
1,1/6,1/9,1/9.180675
1,1/6,2/9,1/6.166125
1,2/6,1/9,1/12.726315
1,2/6,2/9,1/8.547525
1,1/6,1/8,1/6.266175
1,1/6,2/8,1/4.208625
1,2/6,1/8,1/8.686215
1,2/6,2/8,1/5.834025
1,1/6,1/7,1/4.43004
1,1/6,2/7,1/2.9754
1,1/6,1/7,2/3.876285
1,1/6,2/7,2/2.603475
1,2/6,1/7,1/6.140952
1,2/6,2/7,1/4.12452
1,2/6,1/7,2/5.373333
1,2/6,2/7,2/3.608955
1,1/5,1/10,1/4.785
1,1/5,1/10,2/5.048175
1,2/5,1/10,1/6.633
1,2/5,1/10,2/6.997815
1,1/5,1/9,1/7.536375
1,2/5,1/9,1/10.446975
1,1/5,1/8,1/5.143875
1,2/5,1/8,1/7.130475
1,1/5,1/7,1/3.6366
1,1/5,1/7,2/3.182025
1,2/5,1/7,1/5.04108
1,2/5,1/7,2/4.410945
1,1/5,1/6,1/4.808925
1,1/5,1/6,2/3.229875
1,2/5,1/6,1/6.666165
1,2/5,1/6,2/4.477275
1,1/4,1/10,1/10.15
1,1/4,2/10,1/3.77
1,1/4,3/10,1/4.93
1,1/4,1/10,2/10.70825
1,1/4,2/10,2/3.97735
1,1/4,3/10,2/5.20115
1,2/4,1/10,1/14.07
1,2/4,2/10,1/5.226
1,2/4,3/10,1/6.834
1,2/4,1/10,2/14.84385
1,2/4,2/10,2/5.51343
1,2/4,3/10,2/7.20987
1,1/4,1/9,1/15.98625
1,1/4,2/9,1/5.93775
1,1/4,3/9,1/7.76475
1,2/4,1/9,1/22.16025
1,2/4,2/9,1/8.23095
1,2/4,3/9,1/10.76355
1,1/4,1/8,1/10.91125
1,1/4,2/8,1/4.05275
1,1/4,3/8,1/5.29975
1,2/4,1/8,1/15.12525
1,2/4,2/8,1/5.61795
1,2/4,3/8,1/7.34655
1,1/4,1/7,1/7.714
1,1/4,2/7,1/2.8652
1,1/4,3/7,1/3.7468
1,1/4,1/7,2/6.74975
1,1/4,2/7,2/2.50705
1,1/4,3/7,2/3.27845
1,2/4,1/7,1/10.6932
1,2/4,2/7,1/3.97176
1,2/4,3/7,1/5.19384
1,2/4,1/7,2/9.35655
1,2/4,2/7,2/3.47529
1,2/4,3/7,2/4.54461
1,1/4,1/6,1/10.20075
1,1/4,2/6,1/3.78885
1,1/4,3/6,1/4.95465
1,1/4,1/6,2/6.85125
1,1/4,2/6,2/2.54475
1,1/4,3/6,2/3.32775
1,2/4,1/6,1/14.14035
1,2/4,2/6,1/5.25213
1,2/4,3/6,1/6.86817
1,2/4,1/6,2/9.49725
1,2/4,2/6,2/3.52755
1,2/4,3/6,2/4.61295
1,1/4,1/5,1/8.37375
1,1/4,2/5,1/3.11025
1,1/4,3/5,1/4.06725
1,2/4,1/5,1/11.60775
1,2/4,2/5,1/4.31145
1,2/4,3/5,1/5.63805
1,1/3,1/10,1/3.19
1,1/3,1/10,2/3.36545
1,2/3,1/10,1/4.422
1,2/3,1/10,2/4.66521
1,1/3,1/9,1/5.02425
1,2/3,1/9,1/6.96465
1,1/3,1/8,1/3.42925
1,2/3,1/8,1/4.75365
1,1/3,1/7,1/2.4244
1,1/3,1/7,2/2.12135
1,2/3,1/7,1/3.36072
1,2/3,1/7,2/2.94063
1,1/3,1/6,1/3.20595
1,1/3,1/6,2/2.15325
1,2/3,1/6,1/4.44411
1,2/3,1/6,2/2.98485
1,1/3,1/5,1/2.63175
1,2/3,1/5,1/3.64815
1,1/3,1/4,1/5.5825
1,1/3,1/4,2/2.0735
1,1/3,1/4,3/2.7115
1,2/3,1/4,1/7.7385
1,2/3,1/4,2/2.8743
1,2/3,1/4,3/3.7587
1,1/2,1/10,1/7.54
1,1/2,1/10,2/7.9547
1,2/2,1/10,1/10.452
1,2/2,1/10,2/11.02686
1,1/2,1/9,1/11.8755
1,2/2,1/9,1/16.4619
1,1/2,1/8,1/8.1055
1,2/2,1/8,1/11.2359
1,1/2,1/7,1/5.7304
1,1/2,1/7,2/5.0141
1,2/2,1/7,1/7.94352
1,2/2,1/7,2/6.95058
1,1/2,1/6,1/7.5777
1,1/2,1/6,2/5.0895
1,2/2,1/6,1/10.50426
1,2/2,1/6,2/7.0551
1,1/2,1/5,1/6.2205
1,2/2,1/5,1/8.6229
1,1/2,1/4,1/13.195
1,1/2,1/4,2/4.901
1,1/2,1/4,3/6.409
1,2/2,1/4,1/18.291
1,2/2,1/4,2/6.7938
1,2/2,1/4,3/8.8842
1,1/2,1/3,1/4.147
1,2/2,1/3,1/5.7486
7,1/8,1/9,1/10,1/20.5884
7,1/8,1/9,1/10,2/21.720762
7,2/8,1/9,1/10,1/18.01485
7,2/8,1/9,1/10,2/19.00566675
6,1/8,1/9,1/10,1/27.22545
6,1/8,1/9,1/10,2/28.72284975
6,2/8,1/9,1/10,1/18.28575
6,2/8,1/9,1/10,2/19.29146625
6,1/7,1/9,1/10,1/19.24776
6,1/7,2/9,1/10,1/16.84179
6,1/7,1/9,1/10,2/20.3063868
6,1/7,2/9,1/10,2/17.76808845
6,2/7,1/9,1/10,1/12.9276
6,2/7,2/9,1/10,1/11.31165
6,2/7,1/9,1/10,2/13.638618
6,2/7,2/9,1/10,2/11.93379075
6,1/7,1/8,1/10,1/13.13736
6,1/7,2/8,1/10,1/11.49519
6,1/7,1/8,1/10,2/13.8599148
6,1/7,2/8,1/10,2/12.12742545
6,2/7,1/8,1/10,1/8.8236
6,2/7,2/8,1/10,1/7.72065
6,2/7,1/8,1/10,2/9.308898
6,2/7,2/8,1/10,2/8.14528575
6,1/7,1/8,1/9,1/20.691342
6,1/7,2/8,1/9,1/18.10492425
6,2/7,1/8,1/9,1/13.89717
6,2/7,2/8,1/9,1/12.16002375
5,1/8,1/9,1/10,1/22.34925
5,1/8,1/9,1/10,2/23.57845875
5,1/7,1/9,1/10,1/15.8004
5,1/7,2/9,1/10,1/13.82535
5,1/7,1/9,1/10,2/16.669422
5,1/7,2/9,1/10,2/14.58574425
5,1/7,1/8,1/10,1/10.7844
5,1/7,2/8,1/10,1/9.43635
5,1/7,1/8,1/10,2/11.377542
5,1/7,2/8,1/10,2/9.95534925
5,1/7,1/8,1/9,1/16.98543
5,1/7,2/8,1/9,1/14.86225125
5,1/6,1/9,1/10,1/20.89395
5,1/6,2/9,1/10,1/14.03325
5,1/6,1/9,1/10,2/22.04311725
5,1/6,2/9,1/10,2/14.80507875
5,1/6,1/8,1/10,1/14.26095
5,1/6,2/8,1/10,1/9.57825
5,1/6,1/8,1/10,2/15.04530225
5,1/6,2/8,1/10,2/10.10505375
5,1/6,1/8,1/9,1/22.46099625
5,1/6,2/8,1/9,1/15.08574375
5,1/6,1/7,1/10,1/10.08216
5,1/6,1/7,2/10,1/8.82189
5,1/6,2/7,1/10,1/6.7716
5,1/6,2/7,2/10,1/5.92515
5,1/6,1/7,1/10,2/10.6366788
5,1/6,1/7,2/10,2/9.30709395
5,1/6,2/7,1/10,2/7.144038
5,1/6,2/7,2/10,2/6.25103325
5,1/6,1/7,1/9,1/15.879402
5,1/6,1/7,2/9,1/13.89447675
5,1/6,2/7,1/9,1/10.66527
5,1/6,2/7,2/9,1/9.33211125
5,1/6,1/7,1/8,1/10.838322
5,1/6,1/7,2/8,1/9.48353175
5,1/6,2/7,1/8,1/7.27947
5,1/6,2/7,2/8,1/6.36953625
4,1/8,1/9,1/10,1/47.4075
4,1/8,1/9,1/10,2/50.0149125
4,2/8,1/9,1/10,1/17.6085
4,2/8,1/9,1/10,2/18.5769675
4,3/8,1/9,1/10,1/23.0265
4,3/8,1/9,1/10,2/24.2929575
4,1/7,1/9,1/10,1/33.516
4,1/7,2/9,1/10,1/29.3265
4,1/7,1/9,1/10,2/35.35938
4,1/7,2/9,1/10,2/30.9394575
4,2/7,1/9,1/10,1/12.4488
4,2/7,2/9,1/10,1/10.8927
4,2/7,1/9,1/10,2/13.133484
4,2/7,2/9,1/10,2/11.4917985
4,3/7,1/9,1/10,1/16.2792
4,3/7,2/9,1/10,1/14.2443
4,3/7,1/9,1/10,2/17.174556
4,3/7,2/9,1/10,2/15.0277365
4,1/7,1/8,1/10,1/22.876
4,1/7,2/8,1/10,1/20.0165
4,1/7,1/8,1/10,2/24.13418
4,1/7,2/8,1/10,2/21.1174075
4,2/7,1/8,1/10,1/8.4968
4,2/7,2/8,1/10,1/7.4347
4,2/7,1/8,1/10,2/8.964124
4,2/7,2/8,1/10,2/7.8436085
4,3/7,1/8,1/10,1/11.1112
4,3/7,2/8,1/10,1/9.7223
4,3/7,1/8,1/10,2/11.722316
4,3/7,2/8,1/10,2/10.2570265
4,1/7,1/8,1/9,1/36.0297
4,1/7,2/8,1/9,1/31.5259875
4,2/7,1/8,1/9,1/13.38246
4,2/7,2/8,1/9,1/11.7096525
4,3/7,1/8,1/9,1/17.50014
4,3/7,2/8,1/9,1/15.3126225
4,1/6,1/9,1/10,1/44.3205
4,1/6,2/9,1/10,1/29.7675
4,1/6,1/9,1/10,2/46.7581275
4,1/6,2/9,1/10,2/31.4047125
4,2/6,1/9,1/10,1/16.4619
4,2/6,2/9,1/10,1/11.0565
4,2/6,1/9,1/10,2/17.3673045
4,2/6,2/9,1/10,2/11.6646075
4,3/6,1/9,1/10,1/21.5271
4,3/6,2/9,1/10,1/14.4585
4,3/6,1/9,1/10,2/22.7110905
4,3/6,2/9,1/10,2/15.2537175
4,1/6,1/8,1/10,1/30.2505
4,1/6,2/8,1/10,1/20.3175
4,1/6,1/8,1/10,2/31.9142775
4,1/6,2/8,1/10,2/21.4349625
4,2/6,1/8,1/10,1/11.2359
4,2/6,2/8,1/10,1/7.5465
4,2/6,1/8,1/10,2/11.8538745
4,2/6,2/8,1/10,2/7.9615575
4,3/6,1/8,1/10,1/14.6931
4,3/6,2/8,1/10,1/9.8685
4,3/6,1/8,1/10,2/15.5012205
4,3/6,2/8,1/10,2/10.4112675
4,1/6,1/8,1/9,1/47.6445375
4,1/6,2/8,1/9,1/32.0000625
4,2/6,1/8,1/9,1/17.6965425
4,2/6,2/8,1/9,1/11.8857375
4,3/6,1/8,1/9,1/23.1416325
4,3/6,2/8,1/9,1/15.5428875
4,1/6,1/7,1/10,1/21.3864
4,1/6,1/7,2/10,1/18.7131
4,1/6,2/7,1/10,1/14.364
4,1/6,2/7,2/10,1/12.5685
4,1/6,1/7,1/10,2/22.562652
4,1/6,1/7,2/10,2/19.7423205
4,1/6,2/7,1/10,2/15.15402
4,1/6,2/7,2/10,2/13.2597675
4,2/6,1/7,1/10,1/7.94352
4,2/6,1/7,2/10,1/6.95058
4,2/6,2/7,1/10,1/5.3352
4,2/6,2/7,2/10,1/4.6683
4,2/6,1/7,1/10,2/8.3804136
4,2/6,1/7,2/10,2/7.3328619
4,2/6,2/7,1/10,2/5.628636
4,2/6,2/7,2/10,2/4.9250565
4,3/6,1/7,1/10,1/10.38768
4,3/6,1/7,2/10,1/9.08922
4,3/6,2/7,1/10,1/6.9768
4,3/6,2/7,2/10,1/6.1047
4,3/6,1/7,1/10,2/10.9590024
4,3/6,1/7,2/10,2/9.5891271
4,3/6,2/7,1/10,2/7.360524
4,3/6,2/7,2/10,2/6.4404585
4,1/6,1/7,1/9,1/33.68358
4,1/6,1/7,2/9,1/29.4731325
4,1/6,2/7,1/9,1/22.6233
4,1/6,2/7,2/9,1/19.7953875
4,2/6,1/7,1/9,1/12.511044
4,2/6,1/7,2/9,1/10.9471635
4,2/6,2/7,1/9,1/8.40294
4,2/6,2/7,2/9,1/7.3525725
4,3/6,1/7,1/9,1/16.360596
4,3/6,1/7,2/9,1/14.3155215
4,3/6,2/7,1/9,1/10.98846
4,3/6,2/7,2/9,1/9.6149025
4,1/6,1/7,1/8,1/22.99038
4,1/6,1/7,2/8,1/20.1165825
4,1/6,2/7,1/8,1/15.4413
4,1/6,2/7,2/8,1/13.5111375
4,2/6,1/7,1/8,1/8.539284
4,2/6,1/7,2/8,1/7.4718735
4,2/6,2/7,1/8,1/5.73534
4,2/6,2/7,2/8,1/5.0184225
4,3/6,1/7,1/8,1/11.166756
4,3/6,1/7,2/8,1/9.7709115
4,3/6,2/7,1/8,1/7.50006
4,3/6,2/7,2/8,1/6.5625525
4,1/5,1/9,1/10,1/36.3825
4,1/5,1/9,1/10,2/38.3835375
4,2/5,1/9,1/10,1/13.5135
4,2/5,1/9,1/10,2/14.2567425
4,3/5,1/9,1/10,1/17.6715
4,3/5,1/9,1/10,2/18.6434325
4,1/5,1/8,1/10,1/24.8325
4,1/5,1/8,1/10,2/26.1982875
4,2/5,1/8,1/10,1/9.2235
4,2/5,1/8,1/10,2/9.7307925
4,3/5,1/8,1/10,1/12.0615
4,3/5,1/8,1/10,2/12.7248825
4,1/5,1/8,1/9,1/39.1111875
4,2/5,1/8,1/9,1/14.5270125
4,3/5,1/8,1/9,1/18.9968625
4,1/5,1/7,1/10,1/17.556
4,1/5,1/7,2/10,1/15.3615
4,1/5,1/7,1/10,2/18.52158
4,1/5,1/7,2/10,2/16.2063825
4,2/5,1/7,1/10,1/6.5208
4,2/5,1/7,2/10,1/5.7057
4,2/5,1/7,1/10,2/6.879444
4,2/5,1/7,2/10,2/6.0195135
4,3/5,1/7,1/10,1/8.5272
4,3/5,1/7,2/10,1/7.4613
4,3/5,1/7,1/10,2/8.996196
4,3/5,1/7,2/10,2/7.8716715
4,1/5,1/7,1/9,1/27.6507
4,1/5,1/7,2/9,1/24.1943625
4,2/5,1/7,1/9,1/10.27026
4,2/5,1/7,2/9,1/8.9864775
4,3/5,1/7,1/9,1/13.43034
4,3/5,1/7,2/9,1/11.7515475
4,1/5,1/7,1/8,1/18.8727
4,1/5,1/7,2/8,1/16.5136125
4,2/5,1/7,1/8,1/7.00986
4,2/5,1/7,2/8,1/6.1336275
4,3/5,1/7,1/8,1/9.16674
4,3/5,1/7,2/8,1/8.0208975
4,1/5,1/6,1/10,1/23.2155
4,1/5,1/6,2/10,1/15.5925
